APPLICATION_ID,APPL_ID_LINK,IC_NAME,Topic_30,Topic_30_Name,Topic_20,Topic_20_Name,Topic_15,Topic_15_Name,Topic_10,Topic_10_Name,Topic_5,Topic_5_Name
10766712,https:/reporter.nih.gov/search/Znb3xkEQtEO_8sB0gH2_Xg/project-details/10766712#similar-Projects,NATIONAL INSTITUTE OF ARTHRITIS AND MUSCULOSKELETAL AND SKIN DISEASES,22,Bone Health & Osteoporosis,15,Stem Cell Regeneration,2,Metabolic Disorders,0,Vascular Disease,0,Cell Genomics
10801632,https:/reporter.nih.gov/search/x6S97YbZjk24336aJYvWIA/project-details/10801632#similar-Projects,NATIONAL INSTITUTE OF DIABETES AND DIGESTIVE AND KIDNEY DISEASES,2,Neuroscience & Sleep Regulation,0,Neuronal Brain Function,1,Neuroscience,5,Neuronal Signaling,1,Neurological Aging
10904361,https:/reporter.nih.gov/search/1jYwW-JIz0KLaOh6l3U3Dw/project-details/10904361#similar-Projects,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",13,Liver Health & Disease,12,Liver Disease Mechanisms,2,Metabolic Disorders,0,Vascular Disease,0,Cell Genomics
10864963,https:/reporter.nih.gov/search/5wkQjWDKnEOrP8B0Yb9L6Q/project-details/10864963#similar-Projects,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",9,Heart Health & Cardiology,8,Cardiovascular Health,7,Stem Cell Biology,0,Vascular Disease,0,Cell Genomics
10799970,https:/reporter.nih.gov/search/lEA2mFQzfUKeWmw0O7cLFg/project-details/10799970#similar-Projects,NATIONAL HUMAN GENOME RESEARCH INSTITUTE,11,Genomics & Gene Expression,11,Genomics and Phenotypes,8,Genomic Studies,2,Gene Expression,0,Cell Genomics
10842230,https:/reporter.nih.gov/search/4htro3t8VUSDGRCMxcJWiQ/project-details/10842230#similar-Projects,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,8,DNA Repair & Transcription,10,DNA Repair Mechanisms,10,DNA Repair,2,Gene Expression,0,Cell Genomics
10824338,https:/reporter.nih.gov/search/hOtq9rq0N0mXXHv_XSztsA/project-details/10824338#similar-Projects,EUNICE KENNEDY SHRIVER NATIONAL INSTITUTE OF CHILD HEALTH & HUMAN DEVELOPMENT,2,Neuroscience & Sleep Regulation,0,Neuronal Brain Function,1,Neuroscience,5,Neuronal Signaling,1,Neurological Aging
10818400,https:/reporter.nih.gov/search/blEt_Y3XKkm326BVitkN_A/project-details/10818400#similar-Projects,NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE,7,Brain Injury & Neurology,0,Neuronal Brain Function,13,Eye Diseases,5,Neuronal Signaling,1,Neurological Aging
10765447,https:/reporter.nih.gov/search/yZQv-U5L8U2EpmM2OxH76g/project-details/10765447#similar-Projects,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,8,DNA Repair & Transcription,10,DNA Repair Mechanisms,10,DNA Repair,2,Gene Expression,0,Cell Genomics
10942268,https:/reporter.nih.gov/search/oSktngi5YEWrUKH0k_mL9g/project-details/10942268#similar-Projects,NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE,0,Cancer Biology,4,Tumor Microenvironment,0,Cancer Biology,4,Cancer Biology,4,Cancer Biology
10880504,https:/reporter.nih.gov/search/3BE0oyvcg06RqmTZnqDsVg/project-details/10880504#similar-Projects,NATIONAL INSTITUTE OF MENTAL HEALTH,7,Brain Injury & Neurology,0,Neuronal Brain Function,1,Neuroscience,5,Neuronal Signaling,1,Neurological Aging
10881750,https:/reporter.nih.gov/search/ObVC5gY4t0Sq3woT4PQ-_A/project-details/10881750#similar-Projects,NATIONAL CANCER INSTITUTE,0,Cancer Biology,4,Tumor Microenvironment,0,Cancer Biology,4,Cancer Biology,4,Cancer Biology
10805528,https:/reporter.nih.gov/search/hKm96CYxAEWN5gFdRBrswQ/project-details/10805528#similar-Projects,NATIONAL CANCER INSTITUTE,0,Cancer Biology,4,Tumor Microenvironment,0,Cancer Biology,4,Cancer Biology,4,Cancer Biology
10805445,https:/reporter.nih.gov/search/KlHUTk6Kc0mpigK5J-v6bg/project-details/10805445#similar-Projects,NATIONAL CANCER INSTITUTE,0,Cancer Biology,4,Tumor Microenvironment,0,Cancer Biology,4,Cancer Biology,4,Cancer Biology
10851803,https:/reporter.nih.gov/search/a4inAsGn10ayUnizj3GphQ/project-details/10851803#similar-Projects,NATIONAL CANCER INSTITUTE,0,Cancer Biology,4,Tumor Microenvironment,0,Cancer Biology,4,Cancer Biology,4,Cancer Biology
10754288,https:/reporter.nih.gov/search/y14s-d-uL0iaeR1kfXBGHw/project-details/10754288#similar-Projects,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",9,Heart Health & Cardiology,8,Cardiovascular Health,7,Stem Cell Biology,0,Vascular Disease,0,Cell Genomics
10945066,https:/reporter.nih.gov/search/ZGnybkrMA02dtzBHzp09KA/project-details/10945066#similar-Projects,NATIONAL INSTITUTE OF BIOMEDICAL IMAGING AND BIOENGINEERING,9,Heart Health & Cardiology,0,Neuronal Brain Function,13,Eye Diseases,5,Neuronal Signaling,0,Cell Genomics
10923411,https:/reporter.nih.gov/search/HJ29FRgcU0KSg1_rd45llA/project-details/10923411#similar-Projects,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,17,Autoimmunity & Inflammation,3,Inflammation and Immunity,4,Respiratory Health,0,Vascular Disease,0,Cell Genomics
10910566,https:/reporter.nih.gov/search/vgm2Ur87IEWQVVT7JKzRWw/project-details/10910566#similar-Projects,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,8,DNA Repair & Transcription,10,DNA Repair Mechanisms,10,DNA Repair,2,Gene Expression,0,Cell Genomics
10890116,https:/reporter.nih.gov/search/dNYnS8olWUeNyDxT9FNXbQ/project-details/10890116#similar-Projects,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,5,Cell Signaling & Receptors,5,Protein Signaling Pathways,10,DNA Repair,2,Gene Expression,0,Cell Genomics
10871907,https:/reporter.nih.gov/search/S6QEAPX2rEGln0RvH3spzA/project-details/10871907#similar-Projects,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",6,Lung Fibrosis & Inflammation,3,Inflammation and Immunity,4,Respiratory Health,1,Immune Response,3,Immune Response
10883154,https:/reporter.nih.gov/search/lsJbWWbaCEmyW1-wZaqk3w/project-details/10883154#similar-Projects,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,17,Autoimmunity & Inflammation,16,Leukemia Biology,4,Respiratory Health,4,Cancer Biology,4,Cancer Biology
10746390,https:/reporter.nih.gov/search/D1aA6602XkSTAzZaXeviGg/project-details/10746390#similar-Projects,NATIONAL INSTITUTE OF DIABETES AND DIGESTIVE AND KIDNEY DISEASES,24,Kidney Disease & Transplantation,19,Kidney Disease Impact,2,Metabolic Disorders,0,Vascular Disease,0,Cell Genomics
10793642,https:/reporter.nih.gov/search/nQF7kR8Oo0yLcLaSR5pDpQ/project-details/10793642#similar-Projects,NATIONAL CANCER INSTITUTE,16,Data Management & Bioinformatics,14,Health Data Analysis,12,Core Services,7,Research Management,2,Health Interventions
10930807,https:/reporter.nih.gov/search/n7FNovnUZUeqTTXC-xSQWw/project-details/10930807#similar-Projects,NATIONAL CANCER INSTITUTE,16,Data Management & Bioinformatics,13,Research Core Services,12,Core Services,7,Research Management,4,Cancer Biology
11009175,https:/reporter.nih.gov/search/moiPf4IKiUON9LhlAHOT1g/project-details/11009175#similar-Projects,NATIONAL INSTITUTE ON ALCOHOL ABUSE AND ALCOHOLISM,10,HIV Prevention & Mental Health,6,HIV Prevention Strategies,5,HIV Interventions,3,Mental Health,2,Health Interventions
10745738,https:/reporter.nih.gov/search/V9gbvj0dF0S6UXZAZVK3Ew/project-details/10745738#similar-Projects,NATIONAL INSTITUTE ON AGING,4,Neurodegenerative Diseases,2,Alzheimer's Biomarkers,6,Neurodegenerative Diseases,6,Alzheimer's Disease and Dementia,1,Neurological Aging
10762947,https:/reporter.nih.gov/search/tdR0MHf4hUOMprmw4b4bAQ/project-details/10762947#similar-Projects,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,26,Synthesis & Catalysis,5,Protein Signaling Pathways,14,Molecular Biology,2,Gene Expression,0,Cell Genomics
10747392,https:/reporter.nih.gov/search/ELP7O5bSy0WsADYSTVPrjA/project-details/10747392#similar-Projects,NATIONAL INSTITUTE OF DIABETES AND DIGESTIVE AND KIDNEY DISEASES,1,Public Health & Caregiving,1,Physical Activity Interventions,3,Cognitive Health,3,Mental Health,2,Health Interventions
10814784,https:/reporter.nih.gov/search/GB8f_ph2SU6ohGh9nAsgDw/project-details/10814784#similar-Projects,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,11,Genomics & Gene Expression,11,Genomics and Phenotypes,8,Genomic Studies,2,Gene Expression,0,Cell Genomics
10758595,https:/reporter.nih.gov/search/Ai-_-TzwNUO8MtgOT0YvXw/project-details/10758595#similar-Projects,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,18,Extracellular Matrix & Regeneration,15,Stem Cell Regeneration,7,Stem Cell Biology,2,Gene Expression,0,Cell Genomics
10904639,https:/reporter.nih.gov/search/-wXmaA_OnECbXXyD86E7MQ/project-details/10904639#similar-Projects,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,14,Antibiotic Resistance & Microbiome,7,Tuberculosis Immunity,9,Tuberculosis Research,1,Immune Response,3,Immune Response
10903759,https:/reporter.nih.gov/search/6ehmgugFOUCu8kLpG9GrAg/project-details/10903759#similar-Projects,NATIONAL CANCER INSTITUTE,0,Cancer Biology,4,Tumor Microenvironment,0,Cancer Biology,4,Cancer Biology,4,Cancer Biology
10862561,https:/reporter.nih.gov/search/RgsMZfftL0qLja0U59qgGg/project-details/10862561#similar-Projects,NATIONAL INSTITUTE ON AGING,7,Brain Injury & Neurology,2,Alzheimer's Biomarkers,6,Neurodegenerative Diseases,6,Alzheimer's Disease and Dementia,1,Neurological Aging
10864042,https:/reporter.nih.gov/search/UcrNk8sEU0Cl6LwejfzWMA/project-details/10864042#similar-Projects,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",9,Heart Health & Cardiology,8,Cardiovascular Health,2,Metabolic Disorders,0,Vascular Disease,0,Cell Genomics
10767943,https:/reporter.nih.gov/search/CjG4_JZmpkiiH_tCIWhBtw/project-details/10767943#similar-Projects,NATIONAL CANCER INSTITUTE,19,Prostate Cancer & Biomarkers,17,Prostate Cancer Detection,0,Cancer Biology,4,Cancer Biology,4,Cancer Biology
10853096,https:/reporter.nih.gov/search/46v224W-2kqHL4v5WXgLdA/project-details/10853096#similar-Projects,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,0,Cancer Biology,16,Leukemia Biology,0,Cancer Biology,4,Cancer Biology,4,Cancer Biology
10936737,https:/reporter.nih.gov/search/O35nGPyTQkSkZfo6gMkDpQ/project-details/10936737#similar-Projects,NATIONAL INSTITUTE OF DIABETES AND DIGESTIVE AND KIDNEY DISEASES,19,Prostate Cancer & Biomarkers,17,Prostate Cancer Detection,8,Genomic Studies,2,Gene Expression,4,Cancer Biology
10803028,https:/reporter.nih.gov/search/SZoYpnvVOUSFDHf6JMIZnw/project-details/10803028#similar-Projects,NATIONAL INSTITUTE OF MENTAL HEALTH,12,Auditory Processing & Hearing Loss,0,Neuronal Brain Function,1,Neuroscience,5,Neuronal Signaling,1,Neurological Aging
10908344,https:/reporter.nih.gov/search/rfDgE9NalkKb6ydZ0RtWLg/project-details/10908344#similar-Projects,NATIONAL INSTITUTE ON DRUG ABUSE,12,Auditory Processing & Hearing Loss,0,Neuronal Brain Function,1,Neuroscience,5,Neuronal Signaling,1,Neurological Aging
10943499,https:/reporter.nih.gov/search/xjDGRhk0nkuyr8l15Bi4Pw/project-details/10943499#similar-Projects,NATIONAL INSTITUTE ON AGING,12,Auditory Processing & Hearing Loss,0,Neuronal Brain Function,1,Neuroscience,5,Neuronal Signaling,1,Neurological Aging
10887398,https:/reporter.nih.gov/search/ZnSe8oNsqkOIRy7DpCwiUg/project-details/10887398#similar-Projects,NATIONAL EYE INSTITUTE,23,Retinal Degeneration & Eye Health,18,Retinal Degeneration,13,Eye Diseases,9,Retinal Degeneration,1,Neurological Aging
10909556,https:/reporter.nih.gov/search/qzPwrnCDGE6XT3-W6FoGBg/project-details/10909556#similar-Projects,NATIONAL HUMAN GENOME RESEARCH INSTITUTE,5,Cell Signaling & Receptors,11,Genomics and Phenotypes,10,DNA Repair,2,Gene Expression,0,Cell Genomics
10907550,https:/reporter.nih.gov/search/-9Fz0VduNE2B68ib08giUA/project-details/10907550#similar-Projects,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,8,DNA Repair & Transcription,10,DNA Repair Mechanisms,10,DNA Repair,2,Gene Expression,4,Cancer Biology
10845696,https:/reporter.nih.gov/search/UM_3xUgrZEOTEh9wszdK3A/project-details/10845696#similar-Projects,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,8,DNA Repair & Transcription,10,DNA Repair Mechanisms,10,DNA Repair,2,Gene Expression,0,Cell Genomics
10913504,https:/reporter.nih.gov/search/XOrz1UQxBEeMtCs95R7Dug/project-details/10913504#similar-Projects,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",3,HIV Immunology & Vaccines,9,Viral Infections Immunity,11,Viral Infections,1,Immune Response,3,Immune Response
10925286,https:/reporter.nih.gov/search/mXw6mwsOJ0qvc-lmXFGVVg/project-details/10925286#similar-Projects,NATIONAL CANCER INSTITUTE,0,Cancer Biology,4,Tumor Microenvironment,0,Cancer Biology,4,Cancer Biology,4,Cancer Biology
10827510,https:/reporter.nih.gov/search/9BfMAv86JU2r0BhGnWbLZA/project-details/10827510#similar-Projects,NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE,11,Genomics & Gene Expression,11,Genomics and Phenotypes,8,Genomic Studies,2,Gene Expression,0,Cell Genomics
10933005,https:/reporter.nih.gov/search/PVK_BRuToUOUu6i9oklqEg/project-details/10933005#similar-Projects,NATIONAL CANCER INSTITUTE,0,Cancer Biology,4,Tumor Microenvironment,0,Cancer Biology,4,Cancer Biology,4,Cancer Biology
10853505,https:/reporter.nih.gov/search/BftF-uXgEEuvZhU3JUCE-g/project-details/10853505#similar-Projects,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",16,Data Management & Bioinformatics,14,Health Data Analysis,12,Core Services,7,Research Management,2,Health Interventions
10918047,https:/reporter.nih.gov/search/dULWVTfS4kylwPQ3B2WmGw/project-details/10918047#similar-Projects,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,8,DNA Repair & Transcription,10,DNA Repair Mechanisms,10,DNA Repair,2,Gene Expression,4,Cancer Biology
10922849,https:/reporter.nih.gov/search/WwOY6f-5h0aks6Ia5MOFSw/project-details/10922849#similar-Projects,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,8,DNA Repair & Transcription,10,DNA Repair Mechanisms,10,DNA Repair,2,Gene Expression,0,Cell Genomics
10867378,https:/reporter.nih.gov/search/5HbDYMuFgUaGnM56jRTZeA/project-details/10867378#similar-Projects,NATIONAL HUMAN GENOME RESEARCH INSTITUTE,11,Genomics & Gene Expression,11,Genomics and Phenotypes,8,Genomic Studies,2,Gene Expression,0,Cell Genomics
10910107,https:/reporter.nih.gov/search/B1k--pesWEiA1FHuQWdXjg/project-details/10910107#similar-Projects,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,8,DNA Repair & Transcription,10,DNA Repair Mechanisms,10,DNA Repair,2,Gene Expression,0,Cell Genomics
10889948,https:/reporter.nih.gov/search/_QXMfrbuukK3z8fRpLEr8g/project-details/10889948#similar-Projects,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,8,DNA Repair & Transcription,10,DNA Repair Mechanisms,10,DNA Repair,2,Gene Expression,0,Cell Genomics
10980981,https:/reporter.nih.gov/search/d3gCo_qpgkaWbHbSss5qag/project-details/10980981#similar-Projects,NATIONAL INSTITUTE OF DIABETES AND DIGESTIVE AND KIDNEY DISEASES,18,Extracellular Matrix & Regeneration,12,Liver Disease Mechanisms,2,Metabolic Disorders,0,Vascular Disease,0,Cell Genomics
10800543,https:/reporter.nih.gov/search/Vxj_CdPzskmzRKEs6e6ndw/project-details/10800543#similar-Projects,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,8,DNA Repair & Transcription,10,DNA Repair Mechanisms,10,DNA Repair,2,Gene Expression,0,Cell Genomics
10914302,https:/reporter.nih.gov/search/mNPyQ6JNHU6DC93p7Pb-CA/project-details/10914302#similar-Projects,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,8,DNA Repair & Transcription,10,DNA Repair Mechanisms,10,DNA Repair,2,Gene Expression,0,Cell Genomics
10837065,https:/reporter.nih.gov/search/og5u90HysUCRhKdVJTjZhw/project-details/10837065#similar-Projects,NATIONAL CANCER INSTITUTE,1,Public Health & Caregiving,1,Physical Activity Interventions,3,Cognitive Health,3,Mental Health,2,Health Interventions
10826065,https:/reporter.nih.gov/search/3dW8Mtxg_UiZyEFjkPLV8w/project-details/10826065#similar-Projects,NATIONAL EYE INSTITUTE,23,Retinal Degeneration & Eye Health,18,Retinal Degeneration,13,Eye Diseases,9,Retinal Degeneration,1,Neurological Aging
10816436,https:/reporter.nih.gov/search/KzVF_qqzNkGFFpkee2RJRA/project-details/10816436#similar-Projects,NATIONAL INSTITUTE ON AGING,4,Neurodegenerative Diseases,2,Alzheimer's Biomarkers,6,Neurodegenerative Diseases,6,Alzheimer's Disease and Dementia,1,Neurological Aging
10823363,https:/reporter.nih.gov/search/f1jlKhfb2UOuLH65Rk8RzQ/project-details/10823363#similar-Projects,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,3,HIV Immunology & Vaccines,9,Viral Infections Immunity,11,Viral Infections,1,Immune Response,3,Immune Response
10799717,https:/reporter.nih.gov/search/15rNp8-Y7kymeD2TnaHinA/project-details/10799717#similar-Projects,NATIONAL HUMAN GENOME RESEARCH INSTITUTE,11,Genomics & Gene Expression,11,Genomics and Phenotypes,8,Genomic Studies,7,Research Management,0,Cell Genomics
10896023,https:/reporter.nih.gov/search/e0qWcoyW40ere8d7e3FFpQ/project-details/10896023#similar-Projects,NATIONAL CANCER INSTITUTE,0,Cancer Biology,4,Tumor Microenvironment,0,Cancer Biology,4,Cancer Biology,4,Cancer Biology
10818545,https:/reporter.nih.gov/search/68kNBaHE3US5bUMfJwl14w/project-details/10818545#similar-Projects,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",9,Heart Health & Cardiology,8,Cardiovascular Health,7,Stem Cell Biology,0,Vascular Disease,0,Cell Genomics
10844903,https:/reporter.nih.gov/search/JOJscfVkV0qrFOAQM6jYbA/project-details/10844903#similar-Projects,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",9,Heart Health & Cardiology,8,Cardiovascular Health,2,Metabolic Disorders,0,Vascular Disease,0,Cell Genomics
10891483,https:/reporter.nih.gov/search/IvmFGsby2kS39SKq7eO0kA/project-details/10891483#similar-Projects,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,8,DNA Repair & Transcription,10,DNA Repair Mechanisms,10,DNA Repair,2,Gene Expression,0,Cell Genomics
10873244,https:/reporter.nih.gov/search/FZFliKiajUWlCY7LeOArag/project-details/10873244#similar-Projects,NATIONAL INSTITUTE OF NURSING RESEARCH,10,HIV Prevention & Mental Health,6,HIV Prevention Strategies,5,HIV Interventions,3,Mental Health,2,Health Interventions
10867290,https:/reporter.nih.gov/search/jIjslyJTzEm1sSZB7FzePg/project-details/10867290#similar-Projects,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,27,Tuberculosis Infection & Treatment,7,Tuberculosis Immunity,9,Tuberculosis Research,1,Immune Response,3,Immune Response
10776248,https:/reporter.nih.gov/search/axp8CbrmDE6C-vC1pwCcKg/project-details/10776248#similar-Projects,EUNICE KENNEDY SHRIVER NATIONAL INSTITUTE OF CHILD HEALTH & HUMAN DEVELOPMENT,10,HIV Prevention & Mental Health,6,HIV Prevention Strategies,5,HIV Interventions,3,Mental Health,2,Health Interventions
10764237,https:/reporter.nih.gov/search/KaySrtf_mUORfBVNqdBvlA/project-details/10764237#similar-Projects,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,27,Tuberculosis Infection & Treatment,7,Tuberculosis Immunity,9,Tuberculosis Research,1,Immune Response,3,Immune Response
10765165,https:/reporter.nih.gov/search/7djshfH-WEKO0kprkTLpAQ/project-details/10765165#similar-Projects,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,18,Extracellular Matrix & Regeneration,8,Cardiovascular Health,7,Stem Cell Biology,0,Vascular Disease,0,Cell Genomics
10885039,https:/reporter.nih.gov/search/DXUZieYIB0KKNfqqooloBA/project-details/10885039#similar-Projects,NATIONAL EYE INSTITUTE,5,Cell Signaling & Receptors,5,Protein Signaling Pathways,7,Stem Cell Biology,2,Gene Expression,0,Cell Genomics
10904644,https:/reporter.nih.gov/search/fMbg4Ng67UCH4gSKHVhL7Q/project-details/10904644#similar-Projects,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,27,Tuberculosis Infection & Treatment,7,Tuberculosis Immunity,9,Tuberculosis Research,1,Immune Response,3,Immune Response
10849323,https:/reporter.nih.gov/search/ngM1vJL5OEysntuR0XABpA/project-details/10849323#similar-Projects,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",9,Heart Health & Cardiology,12,Liver Disease Mechanisms,2,Metabolic Disorders,0,Vascular Disease,0,Cell Genomics
10659169,https:/reporter.nih.gov/search/5unk3SXQM0OhIIBf3pEdJA/project-details/10659169#similar-Projects,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",6,Lung Fibrosis & Inflammation,3,Inflammation and Immunity,4,Respiratory Health,0,Vascular Disease,0,Cell Genomics
10980651,https:/reporter.nih.gov/search/-IDvvJsMuUigowpFZtKTTw/project-details/10980651#similar-Projects,NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE,21,MRI Imaging & Brain Health,2,Alzheimer's Biomarkers,1,Neuroscience,6,Alzheimer's Disease and Dementia,1,Neurological Aging
10809641,https:/reporter.nih.gov/search/Jma1HxhM4EaqKfuf9nAuzg/project-details/10809641#similar-Projects,NATIONAL CANCER INSTITUTE,5,Cell Signaling & Receptors,10,DNA Repair Mechanisms,10,DNA Repair,4,Cancer Biology,0,Cell Genomics
10729857,https:/reporter.nih.gov/search/DfjyFLIWuE674kdWnZdecQ/project-details/10729857#similar-Projects,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,14,Antibiotic Resistance & Microbiome,7,Tuberculosis Immunity,9,Tuberculosis Research,1,Immune Response,3,Immune Response
10823231,https:/reporter.nih.gov/search/633j9X025UmPX_zeRIhmPg/project-details/10823231#similar-Projects,NATIONAL INSTITUTE ON AGING,7,Brain Injury & Neurology,2,Alzheimer's Biomarkers,6,Neurodegenerative Diseases,6,Alzheimer's Disease and Dementia,1,Neurological Aging
10882693,https:/reporter.nih.gov/search/6Zm9keODIEaxjpA7TqJrdw/project-details/10882693#similar-Projects,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,27,Tuberculosis Infection & Treatment,7,Tuberculosis Immunity,9,Tuberculosis Research,1,Immune Response,3,Immune Response
10828819,https:/reporter.nih.gov/search/NOBI57yWOUuiNR4CXbkt6w/project-details/10828819#similar-Projects,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,11,Genomics & Gene Expression,11,Genomics and Phenotypes,8,Genomic Studies,2,Gene Expression,0,Cell Genomics
10982145,https:/reporter.nih.gov/search/tVQoh64f9UOaYlCwHcMQIA/project-details/10982145#similar-Projects,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,8,DNA Repair & Transcription,10,DNA Repair Mechanisms,10,DNA Repair,2,Gene Expression,0,Cell Genomics
10950872,https:/reporter.nih.gov/search/FcUFbdHgrka9G1wFfLbvjQ/project-details/10950872#similar-Projects,NATIONAL INSTITUTE OF DIABETES AND DIGESTIVE AND KIDNEY DISEASES,24,Kidney Disease & Transplantation,19,Kidney Disease Impact,2,Metabolic Disorders,0,Vascular Disease,0,Cell Genomics
10828374,https:/reporter.nih.gov/search/MxXnhzZr7k67aWnfSRamcA/project-details/10828374#similar-Projects,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,3,HIV Immunology & Vaccines,9,Viral Infections Immunity,11,Viral Infections,1,Immune Response,3,Immune Response
10763428,https:/reporter.nih.gov/search/kp8Y9_3HAU-icgvipCE0rA/project-details/10763428#similar-Projects,NATIONAL INSTITUTE OF MENTAL HEALTH,2,Neuroscience & Sleep Regulation,0,Neuronal Brain Function,1,Neuroscience,5,Neuronal Signaling,1,Neurological Aging
10886611,https:/reporter.nih.gov/search/Ezd-TvmEIU-qADI4H0AGww/project-details/10886611#similar-Projects,EUNICE KENNEDY SHRIVER NATIONAL INSTITUTE OF CHILD HEALTH & HUMAN DEVELOPMENT,2,Neuroscience & Sleep Regulation,0,Neuronal Brain Function,1,Neuroscience,5,Neuronal Signaling,1,Neurological Aging
10776037,https:/reporter.nih.gov/search/JNr5nZqibUCQI0XjHdja9A/project-details/10776037#similar-Projects,NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE,7,Brain Injury & Neurology,2,Alzheimer's Biomarkers,1,Neuroscience,5,Neuronal Signaling,1,Neurological Aging
10807963,https:/reporter.nih.gov/search/FjPvKPLeskyEZW-CBcyXOg/project-details/10807963#similar-Projects,EUNICE KENNEDY SHRIVER NATIONAL INSTITUTE OF CHILD HEALTH & HUMAN DEVELOPMENT,9,Heart Health & Cardiology,8,Cardiovascular Health,2,Metabolic Disorders,0,Vascular Disease,0,Cell Genomics
10893361,https:/reporter.nih.gov/search/53vlP_mU20eJMer4eYBvRA/project-details/10893361#similar-Projects,NATIONAL INSTITUTE ON AGING,4,Neurodegenerative Diseases,2,Alzheimer's Biomarkers,6,Neurodegenerative Diseases,6,Alzheimer's Disease and Dementia,1,Neurological Aging
10850104,https:/reporter.nih.gov/search/rbbYl8rRdUeg5jYAXg8r9Q/project-details/10850104#similar-Projects,NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE,7,Brain Injury & Neurology,2,Alzheimer's Biomarkers,13,Eye Diseases,6,Alzheimer's Disease and Dementia,1,Neurological Aging
10927561,https:/reporter.nih.gov/search/WZr4IQTirkSnolFSnUrVCQ/project-details/10927561#similar-Projects,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,3,HIV Immunology & Vaccines,9,Viral Infections Immunity,11,Viral Infections,1,Immune Response,3,Immune Response
10843282,https:/reporter.nih.gov/search/Vbm92LjndkCt0MF_t4PwgA/project-details/10843282#similar-Projects,NATIONAL INSTITUTE OF MENTAL HEALTH,16,Data Management & Bioinformatics,14,Health Data Analysis,8,Genomic Studies,7,Research Management,2,Health Interventions
10834873,https:/reporter.nih.gov/search/eUXD52xmvke0kCUTBG7rpw/project-details/10834873#similar-Projects,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,5,Cell Signaling & Receptors,5,Protein Signaling Pathways,14,Molecular Biology,2,Gene Expression,0,Cell Genomics
11002879,https:/reporter.nih.gov/search/uYPnzoed1Ea-eIDCqhnQlA/project-details/11002879#similar-Projects,FOGARTY INTERNATIONAL CENTER,10,HIV Prevention & Mental Health,6,HIV Prevention Strategies,5,HIV Interventions,3,Mental Health,2,Health Interventions
